ID	X	Y	ALT	BETA
256	31500	170500	35.7	0.5523
257	31500	169500	50.5	0.5589
258	31500	168500	40.8	0.5753
259	32500	204500	0.0	0.2588
260	32500	203500	0.0	0.394
261	32500	202500	4.5	0.4962
262	32500	201500	7.3	0.5495
263	32500	200500	4.9	0.5736
264	32500	199500	1.2	0.5755
265	32500	198500	0.8	0.6279
266	32500	197500	0.7	0.6649
267	32500	196500	1.5	0.6477
268	32500	195500	3.3	0.6481
269	32500	194500	1.5	0.5814
270	32500	193500	0.3	0.5382
271	32500	192500	0.3	0.5519
272	32500	191500	0.5	0.5472
273	32500	190500	2.0	0.5519
274	32500	189500	4.0	0.5534
275	32500	188500	4.9	0.5497
276	32500	187500	5.3	0.5448
277	32500	186500	6.3	0.5492
278	32500	185500	7.9	0.55
279	32500	184500	9.4	0.5282
280	32500	183500	8.5	0.5271
281	32500	182500	6.8	0.5155
282	32500	181500	1.3	0.5179
283	32500	180500	1.9	0.5393
284	32500	179500	2.7	0.5348
285	32500	178500	4.3	0.5296
286	32500	177500	9.9	0.5243
287	32500	176500	15.4	0.5367
288	32500	175500	16.5	0.5452
289	32500	174500	21.7	0.5687
290	32500	173500	29.0	0.5779
291	32500	172500	35.0	0.5689
292	32500	171500	38.6	0.5769
293	32500	170500	42.6	0.57
294	32500	169500	39.2	0.5724
295	32500	168500	41.4	0.5795
296	33500	205500	0.0	0.2208
297	33500	204500	0.0	0.3345
298	33500	203500	0.3	0.4551
299	33500	202500	8.6	0.5162
300	33500	201500	7.2	0.5549
301	33500	200500	2.9	0.577
302	33500	199500	0.5	0.5717
303	33500	198500	0.6	0.5999
304	33500	197500	0.8	0.6125
305	33500	196500	1.0	0.5952
306	33500	195500	1.8	0.5989
307	33500	194500	1.3	0.5557
308	33500	193500	0.4	0.535
309	33500	192500	0.5	0.5501
310	33500	191500	0.2	0.5474
311	33500	190500	0.7	0.5498
312	33500	189500	1.5	0.5529
313	33500	188500	3.9	0.5463
314	33500	187500	7.7	0.5384
315	33500	186500	9.7	0.5379
316	33500	185500	9.2	0.531
317	33500	184500	6.1	0.5154
318	33500	183500	6.6	0.5146
319	33500	182500	7.2	0.505
320	33500	181500	0.9	0.5101
321	33500	180500	1.3	0.5311
322	33500	179500	2.1	0.5275
323	33500	178500	4.5	0.5333
324	33500	177500	8.7	0.5346
325	33500	176500	16.9	0.5472
326	33500	175500	22.4	0.5619
327	33500	174500	28.1	0.5855
328	33500	173500	30.0	0.6061
329	33500	172500	28.6	0.6008
330	33500	171500	29.5	0.6025
331	33500	170500	28.6	0.5837
332	33500	169500	24.4	0.57
333	33500	168500	24.3	0.5718
334	33500	167500	31.1	0.5728
335	33500	166500	62.7	0.5746
336	34500	206500	0.0	0.1904
337	34500	205500	0.0	0.3032
338	34500	204500	0.0	0.4096
339	34500	203500	3.7	0.4797
340	34500	202500	9.1	0.5162
341	34500	201500	5.2	0.5452
342	34500	200500	1.5	0.5655
343	34500	199500	0.7	0.5693
344	34500	198500	0.5	0.5703
345	34500	197500	0.3	0.5644
346	34500	196500	0.3	0.549
347	34500	195500	0.8	0.5473
348	34500	194500	0.5	0.5335
349	34500	193500	0.5	0.5328
350	34500	192500	0.6	0.5446
351	34500	191500	0.3	0.5472
352	34500	190500	1.0	0.547
353	34500	189500	2.4	0.5439
