ID	LAMBX	LAMBY	ALT	beta_pm10
2222	142773	152703	88.1	0.5549
2223	139752	152905	61.4	0.6833
2224	136733	153106	55.6	0.5315
2225	133710	153306	60.6	0.58
2226	130689	153507	64.9	0.5827
2227	158086	154748	91.9	0.62
2228	155064	154952	105.7	0.6265
2229	152044	155152	114.9	0.6547
2230	149023	155354	107.5	0.6303
2231	146002	155555	109.0	0.3079
2232	158291	157802	84.9	0.6785
2233	155271	158005	109.7	0.2956
2234	152248	158207	122.6	0.5784
2235	149229	158409	104.1	0.5681
2236	146207	158611	86.2	0.6072
2237	158497	160857	91.7	0.6601
2238	155477	161059	117.2	0.2937
2239	152453	161262	126.1	0.1059
2240	149433	161463	102.4	0.6237
2241	146411	161664	76.8	0.6361
2242	157469	145591	116.6	0.4754
2243	154449	145793	135.0	0.4939
2244	151429	145993	145.1	0.4626
2245	148408	146197	139.6	0.5195
2246	145387	146398	134.0	0.4865
2247	157674	148642	127.0	0.4686
2248	154650	148846	127.2	0.4835
2249	151631	149047	136.1	0.4734
2250	148613	149248	123.3	0.5269
2251	145591	149449	127.5	0.5901
2252	157878	151696	104.8	0.549
2253	154856	151896	114.6	0.4914
2254	151837	152100	117.7	0.6293
2255	148818	152301	105.0	0.5532
2256	145796	152503	96.0	0.6181
2257	173192	153733	109.4	0.4784
2258	170170	153937	98.8	0.5251
2259	167148	154140	95.9	0.6722
2260	164130	154343	84.2	0.6464
2261	161109	154546	103.0	0.5847
2262	173397	156789	86.0	0.5277
2263	170377	156991	74.5	0.4705
2264	167356	157195	72.9	0.6098
2265	164334	157399	93.0	0.5327
2266	161311	157600	80.6	0.5582
2267	173604	159842	69.5	0.5187
2268	170582	160047	59.2	0.4435
2269	167560	160249	79.8	0.5485
2270	164535	160452	72.9	0.4732
2271	161512	160655	89.8	0.5625
2272	166532	144983	132.0	0.4909
2273	163512	145185	117.3	0.4293
2274	160493	145387	110.5	0.4648
2275	172777	147628	144.8	0.503
2276	169755	147833	134.2	0.571
2277	166737	148034	110.6	0.6962
2278	163716	148238	91.5	0.5564
2279	160695	148440	112.3	0.5312
2280	172988	150680	132.2	0.5362
2281	169962	150883	127.7	0.5753
2282	166940	151088	125.2	0.564
2283	163920	151289	84.1	0.6223
2284	160899	151493	116.8	0.4805
2285	188296	152713	118.6	0.4799
2286	185275	152917	119.7	0.4574
2287	182256	153122	112.2	0.516
2288	179236	153326	128.3	0.4878
2289	176214	153530	133.2	0.5108
2290	188504	155767	99.3	0.4565
2291	185485	155972	91.2	0.5155
2292	182464	156176	107.8	0.5116
2293	179443	156380	126.9	0.4747
2294	176420	156584	114.9	0.4221
2295	188714	158821	85.7	0.4696
2296	185694	159026	76.1	0.5108
2297	182671	159230	104.7	0.4929
2298	179650	159435	116.6	0.5054
2299	176627	159638	105.3	0.4475
2300	188922	161876	68.6	0.5316
2301	187880	146607	143.3	0.4791
2302	184857	146813	138.6	0.5087
2303	181836	147017	144.5	0.4877
2304	178815	147221	145.1	0.5054
2305	175797	147424	148.2	0.4771
2306	188087	149660	127.7	0.4989
2307	185066	149865	126.7	0.513
2308	182044	150068	133.9	0.4834
2309	179024	150273	136.8	0.4599
2310	176007	150477	143.8	0.4888
2311	203401	151686	136.1	0.4853
2312	200380	151892	132.5	0.5095
2313	197358	152098	118.5	0.4829
2314	194339	152303	102.0	0.4827
2315	191318	152508	106.3	0.4716
2316	203608	154741	126.9	0.5206
2317	200587	154947	120.7	0.5299
2318	197567	155152	106.6	0.5425
2319	194547	155358	84.7	0.5072
2320	191526	155562	90.8	0.4696
2321	203816	157795	104.0	0.5142
2322	200795	158001	94.4	0.514
2323	197775	158206	91.6	0.4693
2324	194754	158412	72.6	0.4576
2325	191732	158617	70.6	0.553
2326	204026	160849	83.9	0.4458
2327	201004	161055	74.7	0.5416
2328	197983	161261	76.0	0.5147
2329	194962	161465	60.3	0.5018
2330	191941	161671	72.0	0.5138
2331	202981	145582	138.4	0.5172
2332	199961	145787	139.7	0.5244
2333	196940	145993	137.7	0.4874
2334	193919	146199	139.2	0.4734
2335	190900	146403	138.6	0.4758
2336	203191	148633	143.6	0.4608
2337	200169	148840	142.6	0.4674
2338	197148	149045	138.3	0.4346
2339	194127	149250	131.3	0.4626
2340	191107	149455	128.1	0.4404
2341	218505	150654	146.0	0.4621
2342	215485	150862	139.4	0.4554
2343	212466	151068	133.4	0.4834
2344	209443	151275	127.5	0.5121
2345	206422	151481	130.2	0.5029
2346	218716	153709	129.0	0.5427
2347	215697	153916	123.6	0.5581
2348	212676	154122	119.4	0.6391
2349	209652	154329	122.7	0.5742
2350	206629	154535	129.9	0.5566
2351	218926	156763	114.2	0.5177
2352	215905	156969	114.1	0.4789
2353	212883	157176	110.0	0.4943
2354	209860	157383	117.3	0.5059
2355	206837	157590	113.1	0.4444
2356	219135	159817	102.7	0.4579
2357	216113	160024	90.8	0.4871
2358	213092	160230	87.1	0.491
2359	210071	160437	99.1	0.521
2360	207049	160643	91.4	0.4753
2361	206003	145376	135.9	0.5233
2362	218292	147602	163.3	0.5045
2363	215273	147808	161.6	0.4394
2364	212253	148015	155.4	0.4911
2365	209232	148222	148.7	0.4637
2366	206213	148427	143.9	0.4403
2367	233608	149617	149.6	0.6669
2368	230587	149825	180.2	0.8546
2369	227568	150033	169.6	0.6739
2370	224549	150241	162.2	0.5375
2371	221527	150447	154.6	0.4901
2372	233819	152671	173.1	0.686
2373	230799	152879	162.3	0.6202
2374	227779	153087	151.0	0.5369
2375	224757	153294	144.5	0.4604
2376	221735	153502	137.8	0.5608
2377	234031	155724	154.5	0.4877
2378	231010	155933	147.5	0.4845
2379	227989	156141	141.1	0.5047
2380	224969	156348	131.2	0.4594
2381	221948	156556	120.7	0.511
2382	234244	158779	137.3	0.5129
2383	231223	158986	132.3	0.4698
2384	228201	159195	120.6	0.4564
2385	225180	159403	110.4	0.4639
2386	222158	159610	108.4	0.4634
2387	234454	161833	119.6	0.5142
2388	231433	162041	97.9	0.5052
2389	228411	162248	94.7	0.5447
2390	233397	146564	105.9	0.7482
2391	230375	146772	113.8	0.7118
2392	227355	146979	159.1	0.6659
2393	224336	147187	176.4	0.6489
2394	221315	147395	165.8	0.4817
2395	248712	148573	270.6	0.6315
2396	245691	148782	246.2	0.6327
2397	242671	148991	194.0	0.6375
2398	239651	149199	103.4	0.7424
2399	236630	149409	91.9	0.6876
2400	248924	151627	242.1	0.6014
2401	245903	151836	192.5	0.6192
2402	242883	152046	153.1	0.577
2403	239861	152255	75.3	0.7308
2404	236841	152462	147.3	0.6765
2405	249140	154680	180.9	0.5649
2406	246119	154891	147.5	0.5851
2407	243097	155099	103.4	0.5881
2408	240074	155308	105.7	0.7275
2409	237053	155517	143.3	0.7279
2410	249352	157735	160.3	0.563
2411	246331	157944	117.5	0.5508
2412	243308	158153	81.9	0.5691
2413	240287	158362	96.5	0.5803
2414	237265	158570	142.1	0.4922
2415	249564	160790	131.5	0.5301
2416	246542	160998	85.9	0.5352
2417	243521	161208	58.6	0.6545
2418	240500	161416	96.5	0.745
2419	237476	161626	110.8	0.5516
2420	245478	145730	235.3	0.6312
2421	242458	145939	232.5	0.6979
2422	239438	146148	149.6	0.6665
2423	236417	146355	84.2	0.7503
2424	264888	162792	229.9	0.4898
2425	261867	163002	219.6	0.3409
2426	263816	147523	270.4	0.6234
2427	260798	147734	258.6	0.6664
2428	257778	147945	270.7	0.6798
2429	254756	148153	275.2	0.7164
2430	251734	148364	285.0	0.7023
2431	264027	150579	265.2	0.7167
2432	261008	150788	280.5	0.5679
2433	257988	150997	298.3	0.6209
2434	254968	151208	247.5	0.6316
2435	251947	151418	254.3	0.6584
2436	264242	153631	237.2	0.6171
2437	261220	153842	276.5	0.6197
2438	258202	154052	268.5	0.619
2439	255181	154262	214.5	0.6291
2440	252161	154471	189.2	0.6131
2441	264457	156686	198.9	0.602
2442	261436	156896	227.7	0.6259
2443	258416	157106	247.7	0.618
2444	255394	157315	246.8	0.5479
2445	252372	157526	224.1	0.5067
2446	264672	159739	210.7	0.5637
2447	261651	159950	170.6	0.612
2448	258628	160160	209.5	0.4536
2449	255607	160370	213.6	0.5071
2450	252586	160579	181.5	0.5356
2451	279993	161736	243.4	0.6026
2452	276972	161949	240.8	0.7189
2453	273951	162160	219.4	0.616
2454	270930	162371	206.2	0.6764
2455	267910	162581	251.3	0.5386
2456	278919	146469	517.2	0.0256
2457	275899	146681	459.5	0
2458	272880	146891	401.3	0.0552
2459	269859	147102	329.4	0.3952
2460	266837	147314	277.6	0.6897
2461	279133	149522	435.3	0.5441
2462	276113	149734	416.0	0.0177
2463	273094	149945	366.3	0.0858
2464	270073	150156	312.4	0.4486
2465	267049	150367	284.9	0.6759
2466	279348	152576	393.6	0.1028
2467	276328	152788	344.5	0.2095
2468	273308	152999	299.2	0.6089
2469	270287	153210	291.0	0.5975
2470	267265	153421	256.9	0.6091
2471	279564	155630	318.3	0.4373
2472	276543	155842	277.4	0.6068
2473	273522	156053	281.4	0.4407
2474	270500	156264	264.8	0.5897
2475	267479	156475	232.6	0.5084
2476	279778	158684	271.3	0.616
2477	276757	158895	257.0	0.6136
2478	273735	159107	273.2	0.404
2479	270714	159318	294.1	0.1761
2480	267694	159529	275.9	0.2491
2481	294236	148462	350.8	0.0876
2482	291215	148675	442.8	0.4333
2483	288195	148887	497.5	0.5019
2484	285174	149099	527.0	0.4594
2485	282154	149311	520.3	0.1017
2486	294453	151515	396.3	0.3407
2487	291432	151728	437.0	0.0832
2488	288412	151940	466.8	0.1466
2489	285391	152152	536.1	0.0542
2490	282370	152365	438.0	0.0016
2491	294669	154569	323.8	0.3317
2492	291649	154782	382.8	0.4806
2493	288629	154994	442.9	0.2613
2494	285609	155207	405.9	0.0393
2495	282586	155418	358.6	0.0275
2496	294886	157624	310.8	0.2688
2497	291863	157836	375.1	0.4396
2498	288844	158048	358.4	0
2499	285823	158260	350.6	0.0286
2500	282801	158472	299.2	0.3338
2501	23091	178895	9.1	0.4345
2502	20071	179085	12.0	0.4327
2503	17043	179280	13.6	0.4187
2504	14016	179469	21.0	0.4187
2505	10998	179663	24.8	0.4187
2506	38205	177932	13.1	0.5168
2507	35183	178125	11.6	0.4798
2508	32161	178317	14.2	0.4897
2509	29137	178512	9.0	0.4964
2510	26112	178703	5.9	0.4477
2511	38399	180986	6.1	0.489
2512	35377	181177	4.5	0.5477
2513	32358	181372	2.3	0.483
2514	29333	181562	3.0	0.4935
2515	26310	181756	9.7	0.4351
2516	37425	165712	74.2	0.515
2517	34401	165904	71.8	0.4752
2518	31377	166097	76.7	0.4614
2519	28356	166291	57.9	0.4263
2520	25339	166484	34.2	0.4442
2521	37616	168769	34.4	0.4924
2522	34595	168960	36.4	0.4595
2523	31572	169155	34.3	0.4485
2524	28549	169345	34.9	0.4339
2525	25533	169537	24.6	0.4619
2526	37814	171823	24.2	0.4907
2527	34790	172016	22.5	0.6408
2528	31767	172207	32.3	0.4604
2529	28744	172402	25.2	0.471
2530	25729	172594	15.9	0.4414
2531	38008	174877	16.3	0.4366
2532	34985	175072	19.6	0.4771
2533	31963	175264	26.6	0.4689
2534	28941	175456	19.4	0.4709
2535	25920	175649	11.1	0.4505
2536	53322	176964	32.2	0.5199
2537	50301	177158	16.9	0.5056
2538	47277	177349	15.3	0.5176
2539	44251	177545	11.9	0.557
2540	41227	177740	9.4	0.4714
2541	53522	180017	29.7	0.5199
2542	50494	180210	15.5	0.5326
2543	47472	180406	10.0	0.5408
2544	44449	180598	5.4	0.4954
2545	41424	180791	4.2	0.4904
2546	52532	164743	17.7	0.5653
2547	49511	164939	25.9	0.5131
2548	46488	165133	51.2	0.5314
2549	43467	165327	47.8	0.4934
2550	40447	165519	57.9	0.4842
2551	52730	167800	24.7	0.5481
2552	49707	167993	37.9	0.4771
2553	46686	168185	39.1	0.4875
2554	43664	168381	29.2	0.4868
2555	40639	168574	29.2	0.4919
2556	52924	170854	45.4	0.5345
2557	49902	171047	44.4	0.5179
2558	46883	171245	25.6	0.5838
2559	43862	171434	21.0	0.5793
2560	40840	171629	18.4	0.5479
2561	53120	173909	41.3	0.5745
2562	50104	174104	25.2	0.4931
2563	47078	174298	19.8	0.5969
2564	44051	174493	14.4	0.6576
2565	41031	174684	13.6	0.5
2566	68440	175988	24.6	0.5631
2567	65414	176186	22.9	0.558
2568	62390	176378	24.4	0.5849
2569	59368	176574	32.8	0.5406
2570	56343	176769	35.8	0.544
2571	68641	179041	16.6	0.7488
2572	65614	179236	19.2	0.6909
2573	62586	179434	23.8	0.679
2574	59566	179626	23.9	0.5221
2575	56547	179821	28.7	0.5095
2576	67643	163770	32.2	0.6434
2577	64619	163965	22.8	0.5959
2578	61598	164160	19.0	0.7254
2579	58579	164355	14.6	0.6113
2580	55555	164550	16.0	0.6679
2581	67838	166826	17.3	0.7145
2582	64815	167019	15.5	0.5982
2583	61793	167217	16.7	0.6069
2584	58772	167409	17.5	0.5427
2585	55751	167604	27.3	0.5437
2586	68035	169881	16.2	0.7144
2587	65013	170075	16.8	0.5729
2588	61993	170270	21.3	0.5229
2589	58967	170467	26.1	0.4988
2590	55945	170660	27.3	0.5369
2591	68236	172934	24.3	0.5828
2592	65215	173131	20.5	0.5852
2593	62195	173325	19.8	0.5685
2594	59166	173520	22.7	0.5034
2595	56140	173716	30.8	0.5098
2596	83551	175008	13.5	0.6715
2597	80530	175205	13.1	0.6161
2598	77503	175401	13.1	0.6264
2599	74479	175598	17.8	0.5741
2600	71459	175793	24.3	0.578
2601	83753	178062	8.2	0.6673
2602	80731	178257	10.7	0.7431
2603	77705	178454	12.5	0.6322
2604	74680	178650	14.1	0.585
2605	71660	178846	15.3	0.6193
2606	82753	162789	19.0	0.5647
2607	79730	162988	34.5	0.5183
2608	76711	163181	45.6	0.5208
2609	73690	163379	41.3	0.5357
2610	70665	163574	40.1	0.6441
2611	82952	165844	28.4	0.4912
2612	79929	166041	35.7	0.5066
2613	76906	166238	27.6	0.5944
2614	73887	166433	30.1	0.6752
2615	70862	166630	26.3	0.7047
2616	83151	168901	30.1	0.6062
2617	80129	169095	20.4	0.6153
2618	77107	169293	15.5	0.7033
2619	74088	169488	16.9	0.8212
2620	71064	169684	15.4	0.7653
2621	83349	171954	16.0	0.6821
2622	80326	172152	13.4	0.6757
2623	77303	172348	14.1	0.6149
2624	74281	172544	14.0	0.6759
2625	71260	172739	16.8	0.7407
2626	98666	174022	11.3	0.5752
2627	95643	174220	21.5	0.5935
2628	92618	174417	43.2	0.527
2629	89595	174615	46.3	0.5496
2630	86572	174812	24.3	0.6297
2631	98871	177074	12.0	0.5698
2632	95845	177274	21.2	0.5308
2633	92819	177469	34.1	0.4748
2634	89797	177668	38.8	0.587
2635	86773	177864	12.2	0.7019
2636	99070	180128	9.2	0.6627
2637	96046	180323	7.4	0.5576
2638	93020	180525	15.0	0.5315
2639	88794	162396	59.2	0.485
2640	85772	162593	14.5	0.6273
2641	98058	164858	61.4	0.5272
2642	95037	165057	57.8	0.5461
2643	92015	165254	20.1	0.5304
2644	88991	165451	14.4	0.6015
2645	85971	165649	19.4	0.533
2646	98260	167915	49.0	0.5295
2647	95238	168111	23.3	0.6003
2648	92216	168309	14.4	0.5655
2649	89192	168506	33.1	0.5395
2650	86171	168703	42.6	0.5436
2651	98461	170967	41.2	0.6094
2652	95439	171167	15.4	0.681
2653	92417	171364	40.4	0.4782
2654	89394	171561	57.6	0.542
2655	86373	171758	29.9	0.5988
2656	113777	173031	69.5	0.61
2657	110754	173229	59.0	0.642
2658	107730	173428	36.6	0.5657
2659	104707	173626	35.8	0.5295
2660	101686	173824	19.6	0.5123
2661	113983	176083	58.1	0.5831
2662	110958	176281	58.9	0.564
2663	107933	176480	50.9	0.5251
2664	104911	176679	42.2	0.5272
2665	101891	176877	14.0	0.566
2666	114184	179135	48.8	0.5489
2667	111158	179334	51.3	0.536
2668	108133	179533	40.8	0.5632
2669	105110	179732	43.2	0.5331
2670	102089	179929	31.4	0.5724
2671	113170	163867	40.6	0.5624
2672	110148	164066	52.0	0.5478
2673	107127	164265	60.5	0.5556
2674	104104	164462	84.0	0.528
2675	101083	164662	67.9	0.5347
2676	113373	166921	38.1	0.5551
2677	110352	167121	56.5	0.5768
2678	107328	167318	53.8	0.59
2679	104305	167518	86.6	0.5356
2680	101284	167715	58.0	0.5226
2681	113574	169977	69.1	0.5732
2682	110553	170175	75.8	0.5943
2683	107529	170375	55.3	0.5837
2684	104506	170573	64.6	0.5377
2685	101484	170771	59.3	0.5386
2686	128891	172031	20.4	0.6439
2687	125870	172233	26.3	0.5542
2688	122848	172432	39.6	0.5688
2689	119822	172632	64.0	0.5561
2690	116799	172832	61.2	0.585
2691	129095	175085	16.5	0.6635
2692	126076	175285	27.3	0.5837
2693	123052	175484	49.8	0.6155
2694	120029	175684	46.1	0.596
2695	117006	175883	52.3	0.6237
2696	129299	178139	24.2	0.6027
2697	126276	178337	18.4	0.6951
2698	123251	178538	37.7	0.629
2699	120229	178736	35.3	0.6378
2700	117208	178937	48.8	0.583
2701	128280	162869	50.5	0.5566
2702	125258	163071	53.4	0.5543
2703	122236	163269	49.7	0.5277
2704	119215	163469	39.1	0.5168
2705	116192	163667	32.9	0.6446
2706	128482	165925	37.5	0.5347
2707	125460	166123	41.2	0.5792
2708	122435	166325	29.1	0.5783
2709	119415	166523	21.3	0.5555
2710	116393	166724	29.2	0.568
2711	128684	168980	34.0	0.6422
2712	125663	169178	18.3	0.719
2713	122640	169379	25.5	0.5758
2714	119617	169579	36.7	0.5671
2715	116593	169777	48.7	0.5699
2716	144002	171027	56.8	0.677
2717	140979	171231	57.9	0.6415
2718	137958	171431	42.2	0.543
2719	134937	171631	37.2	0.6098
2720	131914	171833	39.3	0.5597
2721	144209	174083	47.3	0.7955
2722	141185	174283	56.1	0.6397
2723	138162	174484	36.5	0.6247
2724	135143	174684	25.8	0.653
2725	132118	174885	18.3	0.6268
2726	144410	177134	56.3	0.6079
2727	141386	177334	60.4	0.6197
2728	138365	177536	66.9	0.6401
2729	135344	177737	49.7	0.5987
2730	132321	177936	48.4	0.6178
2731	144614	180187	53.1	0.5473
2732	140363	162068	42.6	0.5975
2733	137340	162268	41.1	0.5469
2734	134320	162469	46.1	0.5574
2735	131299	162670	58.1	0.5784
2736	143593	164920	29.8	0.6948
2737	140570	165121	46.4	0.5799
2738	137549	165323	50.0	0.5705
2739	134528	165524	52.7	0.5839
2740	131503	165724	53.4	0.5925
2741	143796	167977	34.8	0.7851
2742	140774	168176	45.4	0.5968
2743	137753	168377	59.2	0.616
2744	134730	168578	67.3	0.5759
2745	131707	168778	57.9	0.5775
2746	159115	170019	76.8	0.6339
2747	156092	170222	68.5	0.7433
2748	153067	170424	76.0	0.7666
2749	150046	170626	56.5	0.7955
2750	147025	170828	30.4	0.7919
2751	159322	173072	61.2	0.7137
2752	156300	173274	50.3	0.7443
2753	153275	173476	55.4	0.8672
2754	150253	173678	27.3	0.8526
2755	147232	173879	39.1	0.7369
2756	159526	176124	45.3	0.641
2757	156504	176326	35.1	0.8752
2758	153479	176528	24.1	0.9631
2759	150457	176731	46.7	0.7079
2760	147435	176933	55.2	0.7903
2761	159730	179176	20.1	0.5807
2762	156708	179379	18.3	0.6701
2763	153683	179582	18.8	0.8533
2764	150659	179784	36.2	0.5945
2765	147638	179983	41.4	0.6376
2766	158703	163912	110.3	0.5803
2767	155681	164114	119.0	0.1663
2768	152659	164315	108.1	0.371
2769	149638	164519	95.9	0.6644
2770	146614	164720	38.9	0.7539
2771	158907	166968	104.4	0.3847
2772	155884	167168	93.0	0.4276
2773	152862	167372	81.5	0.7778
2774	149840	167571	88.6	0.7066
2775	146819	167774	41.1	0.915
2776	174225	169005	69.5	0.552
2777	171204	169207	56.6	0.3581
2778	168181	169412	57.3	0.4849
2779	165157	169614	73.1	0.5325
2780	162137	169817	77.3	0.4997
2781	174431	172057	44.6	0.7252
2782	171410	172260	37.6	0.6021
2783	168388	172463	54.4	0.5937
2784	165365	172666	65.6	0.4688
2785	162344	172870	76.7	0.469
2786	174640	175109	29.8	0.7807
2787	171616	175313	53.3	0.6805
2788	168594	175515	63.3	0.5196
2789	165573	175719	37.1	0.5229
2790	162549	175921	43.3	0.5843
2791	174847	178160	23.0	0.5592
2792	171823	178365	21.3	0.5818
2793	168797	178569	21.6	0.4857
2794	165775	178771	20.7	0.4099
2795	162753	178974	22.4	0.487
2796	173810	162897	72.8	0.5167
2797	170787	163099	63.6	0.4812
2798	167765	163304	53.6	0.5723
2799	164743	163506	79.4	0.5188
2800	161721	163710	90.9	0.6124
2801	174017	165950	89.4	0.1904
2802	170996	166155	68.3	0.4092
2803	167973	166358	48.3	0.5354
2804	164952	166561	80.0	0.5027
2805	161930	166763	92.9	0.397
2806	189334	167983	60.8	0.564
2807	186313	168188	69.8	0.5241
2808	183292	168393	71.2	0.5428
2809	180271	168597	76.2	0.5476
2810	177248	168801	68.9	0.5167
2811	189545	171036	47.5	0.5803
2812	186522	171240	54.3	0.4878
2813	183501	171444	68.3	0.4857
2814	180480	171648	61.5	0.5268
2815	177457	171853	51.1	0.653
2816	189754	174087	62.0	0.6056
2817	186730	174292	74.5	0.5299
2818	183708	174497	65.6	0.5254
2819	180686	174701	78.9	0.5406
2820	177664	174904	61.1	0.5712
2821	189960	177140	65.2	0.6189
2822	186938	177345	64.5	0.5906
2823	183915	177549	52.7	0.5548
2824	180891	177754	55.4	0.5302
2825	177868	177958	53.7	0.4833
2826	190168	180192	55.3	0.5801
2827	187145	180397	44.7	0.45
2828	185901	162080	70.7	0.5129
2829	182877	162285	89.8	0.4673
2830	179855	162489	96.0	0.524
2831	176833	162693	84.1	0.5315
2832	189126	164931	50.9	0.6378
2833	186105	165134	70.7	0.5228
2834	183083	165339	77.3	0.4991
2835	180062	165544	88.8	0.4445
2836	177039	165748	90.5	0.3873
2837	204446	166956	50.6	0.5618
2838	201423	167163	37.3	0.5888
2839	198401	167368	40.4	0.506
2840	195382	167573	34.8	0.5797
2841	192358	167779	46.1	0.5919
2842	204661	170009	36.2	0.4426
2843	201636	170214	28.6	0.5427
2844	198612	170421	30.4	0.5983
2845	195593	170625	43.3	0.573
2846	192571	170830	49.3	0.5354
2847	204870	173060	27.9	0.5965
2848	201845	173267	28.2	0.593
2849	198821	173472	46.7	0.5829
2850	195801	173678	43.1	0.5631
2851	192779	173882	44.6	0.5495
2852	205077	176113	27.6	0.599
2853	202053	176318	32.9	0.6167
2854	199030	176525	43.0	0.6032
2855	196008	176730	42.2	0.6054
2856	192984	176935	54.8	0.5528
2857	205282	179165	28.5	0.5833
2858	202260	179371	28.3	0.5833
2859	199238	179576	38.6	0.5692
2860	196216	179781	58.5	0.5552
2861	193193	179988	52.2	0.5756
2862	204235	163904	68.7	0.5238
2863	201213	164109	60.0	0.4678
2864	198190	164315	51.4	0.481
2865	195170	164521	50.6	0.5053
2866	192149	164726	54.4	0.6166
2867	219559	165925	96.7	0.6037
2868	216537	166131	68.1	0.5973
2869	213515	166337	66.4	0.5879
2870	210493	166545	57.9	0.6792
2871	207470	166750	57.7	0.712
2872	219769	168976	70.4	0.6133
2873	216745	169183	57.3	0.5897
2874	213725	169390	53.5	0.6069
2875	210705	169596	45.1	0.6281
2876	207682	169802	40.3	0.6266
2877	219978	172028	56.5	0.5901
2878	216953	172236	43.3	0.6102
2879	213933	172442	49.7	0.5795
2880	210913	172649	61.1	0.5099
2881	207891	172854	41.8	0.5857
2882	220189	175080	44.3	0.5861
2883	217163	175287	40.1	0.6333
2884	214142	175495	42.4	0.6489
2885	211119	175701	51.5	0.5968
2886	208097	175906	47.3	0.6132
2887	220399	178132	50.8	0.6472
2888	217375	178339	46.9	0.6987
2889	214353	178546	35.2	0.5872
2890	211329	178752	33.5	0.6166
2891	208306	178960	35.3	0.6075
2892	219346	162871	80.8	0.4999
2893	216324	163078	72.2	0.4449
2894	213303	163286	79.4	0.5429
2895	210281	163491	79.9	0.5482
2896	207258	163698	73.9	0.5657
2897	235724	180146	93.2	0.4781
2898	232702	180354	79.0	0.6326
2899	229679	180562	59.8	0.874
2900	226655	180770	45.5	0.6543
2901	234667	164886	108.9	0.4938
2902	231646	165094	99.9	0.5623
2903	228623	165302	93.7	0.5738
2904	225602	165509	88.7	0.5616
2905	222582	165718	78.0	0.57
2906	234882	167938	99.6	0.4778
2907	231860	168146	87.1	0.4884
2908	228838	168353	88.4	0.5377
2909	225816	168562	87.6	0.5897
2910	222794	168768	71.5	0.5601
2911	235095	170990	96.8	0.4907
