ID	X	Y	ALT	BETA
470	37500.000000	206500.000000	0.0	0.372648
471	37500.000000	205500.000000	1.3	0.440765
472	37500.000000	204500.000000	4.3	0.449349
473	37500.000000	203500.000000	2.0	0.399791
474	37500.000000	202500.000000	2.0	0.360728
475	37500.000000	201500.000000	1.2	0.287228
476	37500.000000	200500.000000	0.1	0.240280
477	37500.000000	199500.000000	0.1	0.228814
478	37500.000000	198500.000000	0.1	0.208735
479	37500.000000	197500.000000	0.0	0.212173
480	37500.000000	196500.000000	0.0	0.218806
481	37500.000000	195500.000000	0.0	0.243104
482	37500.000000	194500.000000	0.8	0.258125
483	37500.000000	193500.000000	0.7	0.301070
484	37500.000000	192500.000000	0.1	0.321152
485	37500.000000	191500.000000	0.2	0.319919
486	37500.000000	190500.000000	0.3	0.306093
487	37500.000000	189500.000000	0.1	0.291675
488	37500.000000	188500.000000	0.0	0.281323
489	37500.000000	187500.000000	-0.1	0.278217
490	37500.000000	186500.000000	0.1	0.300502
491	37500.000000	185500.000000	0.9	0.333656
492	37500.000000	184500.000000	0.1	0.377249
493	37500.000000	183500.000000	0.0	0.377974
494	37500.000000	182500.000000	0.2	0.369222
495	37500.000000	181500.000000	0.9	0.334073
496	37500.000000	180500.000000	3.6	0.293319
497	37500.000000	179500.000000	6.2	0.308710
498	37500.000000	178500.000000	7.6	0.303943
499	37500.000000	177500.000000	7.2	0.288936
500	37500.000000	176500.000000	9.4	0.264025
501	37500.000000	175500.000000	11.3	0.229586
502	37500.000000	174500.000000	16.9	0.248168
503	37500.000000	173500.000000	16.9	0.254007
504	37500.000000	172500.000000	14.4	0.258348
505	37500.000000	171500.000000	18.8	0.269736
506	37500.000000	170500.000000	21.7	0.233172
507	37500.000000	169500.000000	24.6	0.241916
508	37500.000000	168500.000000	28.9	0.272164
509	37500.000000	167500.000000	41.1	0.288027
510	37500.000000	166500.000000	37.7	0.318638
511	37500.000000	165500.000000	39.5	0.321577
512	37500.000000	164500.000000	57.5	0.307206
513	37500.000000	163500.000000	103.0	0.282933
514	37500.000000	162500.000000	78.1	0.244404
515	37500.000000	161500.000000	59.2	0.225362
516	37500.000000	160500.000000	33.4	0.229025
517	38500.000000	208500.000000	0.0	0.185490
518	38500.000000	207500.000000	0.0	0.305866
519	38500.000000	206500.000000	0.1	0.399960
520	38500.000000	205500.000000	4.0	0.430618
521	38500.000000	204500.000000	2.9	0.430252
522	38500.000000	203500.000000	1.8	0.366656
523	38500.000000	202500.000000	3.7	0.332106
524	38500.000000	201500.000000	2.1	0.276033
525	38500.000000	200500.000000	0.1	0.233664
526	38500.000000	199500.000000	0.1	0.236064
527	38500.000000	198500.000000	0.1	0.230844
528	38500.000000	197500.000000	0.0	0.238897
529	38500.000000	196500.000000	0.0	0.242247
530	38500.000000	195500.000000	0.0	0.252958
531	38500.000000	194500.000000	0.5	0.258381
532	38500.000000	193500.000000	0.2	0.306001
533	38500.000000	192500.000000	0.1	0.342368
534	38500.000000	191500.000000	0.1	0.344936
535	38500.000000	190500.000000	0.0	0.326218
536	38500.000000	189500.000000	0.0	0.305571
537	38500.000000	188500.000000	0.0	0.280352
538	38500.000000	187500.000000	0.0	0.287699
539	38500.000000	186500.000000	0.1	0.324124
540	38500.000000	185500.000000	0.2	0.352450
541	38500.000000	184500.000000	0.3	0.392533
542	38500.000000	183500.000000	0.0	0.384622
543	38500.000000	182500.000000	0.1	0.355346
544	38500.000000	181500.000000	1.9	0.315001
545	38500.000000	180500.000000	3.4	0.274580
546	38500.000000	179500.000000	5.4	0.289546
547	38500.000000	178500.000000	7.1	0.300257
548	38500.000000	177500.000000	8.9	0.295200
549	38500.000000	176500.000000	9.7	0.267086
550	38500.000000	175500.000000	12.0	0.230234
551	38500.000000	174500.000000	11.9	0.231715
552	38500.000000	173500.000000	12.9	0.229340
553	38500.000000	172500.000000	15.2	0.241683
554	38500.000000	171500.000000	18.9	0.245569
555	38500.000000	170500.000000	22.6	0.216800
556	38500.000000	169500.000000	25.7	0.236674
557	38500.000000	168500.000000	33.5	0.252456
558	38500.000000	167500.000000	33.6	0.271760
559	38500.000000	166500.000000	38.6	0.300561
560	38500.000000	165500.000000	52.1	0.293655
561	38500.000000	164500.000000	71.4	0.302000
562	38500.000000	163500.000000	101.3	0.289144
563	38500.000000	162500.000000	69.8	0.265628
564	38500.000000	161500.000000	49.1	0.261003
565	38500.000000	160500.000000	56.7	0.247210
566	38500.000000	159500.000000	46.3	0.241031
567	38500.000000	158500.000000	23.9	0.220058
568	39500.000000	208500.000000	0.0	0.231272
569	39500.000000	207500.000000	0.0	0.333645
570	39500.000000	206500.000000	2.9	0.354422
571	39500.000000	205500.000000	4.3	0.364308
572	39500.000000	204500.000000	3.7	0.342415
573	39500.000000	203500.000000	1.2	0.269914
574	39500.000000	202500.000000	1.1	0.273952
575	39500.000000	201500.000000	0.7	0.228673
576	39500.000000	200500.000000	0.2	0.215783
577	39500.000000	199500.000000	0.2	0.238553
578	39500.000000	198500.000000	0.2	0.242358
579	39500.000000	197500.000000	0.0	0.260063
580	39500.000000	196500.000000	0.1	0.264833
581	39500.000000	195500.000000	0.1	0.257961
582	39500.000000	194500.000000	0.1	0.273502
583	39500.000000	193500.000000	0.1	0.316031
584	39500.000000	192500.000000	0.0	0.355856
585	39500.000000	191500.000000	0.1	0.368140
586	39500.000000	190500.000000	0.0	0.344791
587	39500.000000	189500.000000	0.0	0.334937
588	39500.000000	188500.000000	0.0	0.309455
589	39500.000000	187500.000000	0.0	0.328881
590	39500.000000	186500.000000	0.1	0.365979
591	39500.000000	185500.000000	0.0	0.379310
592	39500.000000	184500.000000	0.0	0.400468
593	39500.000000	183500.000000	0.1	0.378112
594	39500.000000	182500.000000	0.4	0.339934
595	39500.000000	181500.000000	1.3	0.293897
596	39500.000000	180500.000000	3.0	0.258518
597	39500.000000	179500.000000	4.7	0.276337
598	39500.000000	178500.000000	7.4	0.282208
599	39500.000000	177500.000000	11.9	0.302888
600	39500.000000	176500.000000	16.0	0.282856
601	39500.000000	175500.000000	15.7	0.248774
602	39500.000000	174500.000000	12.8	0.279227
603	39500.000000	173500.000000	16.0	0.267456
604	39500.000000	172500.000000	21.7	0.280936
