ID	LAMBX	LAMBY	ALT	BETA
813	223976	98163	363.4	0.114848
814	220959	98372	290.9	0.0658354
815	217944	98578	271.9	0.321644
816	230224	100800	327.7	0.119514
817	227206	101007	345.4	0.10857
818	224186	101216	342.6	0.142429
819	221169	101423	290.2	0.325783
820	228320	73335	471.0	0.0933048
821	225305	73544	466.2	0.0406552
822	222289	73751	475.1	0.150707
823	219274	73957	445.5	0.161394
824	216261	74165	469.2	0.130093
825	228530	76388	457.1	0.108364
826	225515	76595	503.0	0.113931
827	222500	76801	477.5	0.112035
828	219486	77010	445.8	0.168098
829	216471	77217	413.0	0.149927
830	228741	79439	505.2	0.151398
831	225725	79647	551.0	0.210161
832	222711	79854	484.2	0.243002
833	219697	80061	412.2	0.091625
834	216679	80268	384.4	0.1939
835	228955	82489	525.7	0.177283
836	225938	82699	523.6	0.172889
837	222920	82906	545.0	0.18125
838	219907	83112	489.9	0.152319
839	216892	83320	419.7	0.153029
840	229164	85543	451.1	0.142066
841	226148	85750	529.3	0.158885
842	223130	85957	504.7	0.165514
843	220117	86166	385.4	0.196565
844	217102	86372	350.7	0.142676
845	244455	87552	442.1	0.148069
846	241441	87760	393.9	0.131691
847	238422	87970	398.1	0.140052
848	235405	88178	390.5	0.0583778
849	232392	88385	408.5	0.172998
850	244670	90603	385.2	0.141575
851	241653	90813	387.9	0.159835
852	238633	91020	426.2	0.0893304
853	235616	91230	417.4	0.109171
854	232602	91438	404.4	0.115191
855	244880	93655	377.8	0.121352
856	241863	93863	345.1	0.170208
857	238845	94073	383.4	0.13884
858	235830	94281	373.1	0.137267
859	232813	94489	375.2	0.115343
860	245090	96707	441.0	0.13623
861	242074	96915	408.2	0.14718
862	239059	97124	352.7	0.18942
863	236043	97332	303.5	0.239758
864	233027	97541	310.0	0.0917948
865	245305	99758	530.3	0.142015
866	242288	99967	541.1	0.160146
867	239272	100176	511.2	0.149599
868	236256	100384	424.2	0.141996
869	233239	100592	270.1	0.162447
870	231333	73128	468.8	0.0789662
871	243603	75346	529.8	0.122031
872	240589	75555	507.2	0.072916
873	237574	75763	465.1	0.0851436
874	234560	75971	483.1	0.0883335
875	231545	76181	476.5	0.0703261
876	243815	78398	506.1	0.279396
877	240799	78606	497.3	0.0687298
878	237785	78815	472.0	0.00935443
879	234772	79023	434.7	0.00250518
880	231757	79230	434.9	0.148951
881	244030	81449	457.2	0.126834
882	241015	81657	459.1	0.0536944
883	238000	81866	458.5	0.0401404
884	234983	82075	435.4	0.0878844
885	231968	82283	417.1	0.151998
886	244243	84500	455.1	0.0970611
887	241228	84709	397.4	0.110707
888	238212	84918	446.8	0.144099
889	235195	85125	406.1	0.126055
890	232179	85335	413.6	0.169118
891	260603	101762	479.5	0.1569
892	257585	101971	531.0	0.197635
893	254570	102181	549.8	0.157031
894	259536	86504	474.1	0.0208312
895	256519	86715	481.3	0.0806816
896	253501	86923	462.2	0.0763838
897	250485	87134	449.2	0.0906823
898	247470	87342	430.9	0.145305
899	259749	89556	477.8	0.118494
900	256731	89765	461.4	0.106488
901	253714	89976	435.0	0.110254
902	250698	90185	435.3	0.113994
903	247683	90394	420.6	0.0934685
904	259961	92607	502.7	0.142997
905	256944	92818	468.2	0.146875
906	253925	93027	406.6	0.125058
907	250910	93236	400.4	0.20833
908	247895	93447	372.4	0.108075
909	260175	95658	459.1	0.122491
910	257158	95868	416.9	0.09921
911	254139	96078	443.8	0.0371342
912	251124	96288	451.3	0.32255
913	248107	96497	425.0	0.16165
914	260390	98710	471.4	0.0927196
915	257373	98920	453.0	0.0863783
916	254356	99129	481.2	0.125405
917	251339	99340	532.2	0.27986
918	248322	99548	513.3	0.164841
919	258678	74298	401.8	0.0990142
920	255663	74509	464.9	0.160495
921	252646	74719	494.9	0.149125
922	249633	74928	506.9	0.141304
923	246618	75137	513.5	0.188192
924	258893	77350	479.8	0.146154
925	255877	77560	440.6	0.114383
926	252858	77769	451.4	0.120455
927	249845	77979	486.7	0.100845
928	246831	78189	506.9	0.39615
929	259108	80401	473.5	0.0520943
930	256092	80611	452.4	0.0684674
931	253072	80822	489.5	0.0622611
932	250060	81030	519.7	0.0946166
933	247046	81239	509.6	0.113783
934	259322	83453	481.9	0.089506
935	256307	83662	492.4	0.0742772
936	253287	83873	510.1	0.106805
937	250272	84082	489.2	0.111272
938	247258	84291	474.7	0.123175
939	275686	100708	440.4	0.0594794
940	272669	100919	452.3	0.143923
941	269653	101130	473.2	0.0791173
942	266637	101341	510.4	0.134344
943	263620	101551	492.2	0.121919
944	274610	85451	392.2	0.161503
945	271595	85662	487.0	0.118942
946	268580	85873	451.8	0.153224
947	265563	86084	489.7	0.21168
948	262549	86294	464.6	0.113038
949	274826	88502	427.5	0.131844
950	271811	88713	504.4	0.202143
951	268795	88924	458.6	0.205791
952	265778	89134	455.4	0.0848044
953	262763	89346	463.8	0.0238221
954	275040	91553	433.5	0.137422
955	272024	91765	483.5	0.137657
956	269009	91975	488.9	0.177373
957	265994	92186	458.2	0.218395
958	262978	92397	487.1	0.0679123
959	275256	94606	428.7	0.105451
960	272238	94816	484.7	0.0754514
961	269223	95027	525.1	0.0884771
962	266209	95238	490.4	0.0882904
963	263192	95448	485.6	0.0466238
964	275472	97655	441.6	0.0957479
965	272453	97868	485.4	0.135036
966	269439	98079	512.6	0.099386
967	266424	98289	503.8	0.120371
968	263406	98499	466.2	0.161475
969	290771	99648	455.2	0.20366
970	287754	99860	463.2	0.0984105
971	284737	100073	495.2	0.0587114
972	281719	100284	496.0	0.115848
973	278702	100497	436.9	0.104798
974	290986	102699	509.6	0.0834518
975	287970	102912	501.2	0.108773
976	289688	84392	486.8	0.0734201
977	286672	84604	505.6	0.0357758
978	283658	84817	475.9	0.0526312
979	280642	85027	428.7	0.233302
980	277626	85240	455.8	0.174915
981	289905	87443	496.5	0.121139
982	286890	87655	510.6	0.104773
983	283875	87867	484.2	0.112834
984	280859	88080	451.3	0.136882
985	277843	88290	487.0	0.202644
986	290121	90494	453.2	0.0551074
987	287106	90708	521.1	0.0434217
988	284090	90918	484.7	0.0381639
989	281073	91131	498.7	0.0746082
990	278056	91342	462.4	0.0809853
991	290338	93545	416.9	0.0387744
992	287322	93758	474.7	0.0856698
993	284304	93970	512.6	0.0506921
994	281287	94182	501.6	0.0901044
995	278272	94393	464.4	0.0801926
996	290555	96598	418.1	0.0882167
997	287539	96809	461.7	0.0711517
998	284521	97021	522.1	0.0431334
999	281503	97233	537.4	0.0996684
1000	278488	97446	476.2	0.130499
1001	109734	111982	130.0	0.303265
1002	106720	112182	113.4	0.438252
1003	103701	112378	112.0	0.310844
1004	100682	112578	97.2	0.407885
1005	97665	112777	87.0	0.410161
1006	109935	115036	133.7	0.267347
1007	106920	115233	117.2	0.297262
1008	103903	115432	90.1	0.273903
1009	100885	115630	76.1	0.395753
1010	97865	115827	72.5	0.442576
1011	110142	118086	129.0	0.357953
1012	107125	118287	113.4	0.412523
1013	104104	118484	70.7	0.326048
1014	101084	118682	45.2	0.41195
1015	98064	118881	42.8	0.513803
1016	110347	121140	101.3	0.387557
1017	107327	121337	73.9	0.55977
1018	104306	121536	47.7	0.367862
1019	101287	121734	32.3	0.440217
1020	98267	121932	25.6	0.25801
1021	110548	124192	42.0	0.580471
1022	107526	124390	36.3	0.353587
1023	109130	102826	155.2	0.153391
1024	106113	103024	162.1	0.165514
1025	103097	103223	150.4	0.125454
1026	100080	103420	130.8	0.217036
1027	97060	103618	121.6	0.470547
1028	109332	105879	154.2	0.179864
1029	106315	106077	154.0	0.158632
1030	103298	106275	133.8	0.222247
1031	100280	106473	117.6	0.319853
1032	97262	106671	103.4	0.377522
1033	109536	108930	140.0	0.357486
1034	106518	109128	128.7	0.223213
1035	103500	109328	126.2	0.310628
1036	100479	109525	105.3	0.339966
1037	97464	109723	100.1	0.402342
1038	124824	110986	135.7	0.290916
1039	121807	111185	146.1	0.300925
1040	118789	111386	152.0	0.360042
1041	115775	111585	155.5	0.198119
1042	112757	111784	140.9	0.294668
1043	125025	114038	124.0	0.346079
1044	122009	114239	135.9	0.444563
1045	118992	114437	137.4	0.394833
1046	115973	114639	144.0	0.351821
1047	112953	114835	145.1	0.205538
1048	125233	117091	84.4	0.394772
1049	122215	117291	82.1	0.458764
1050	119196	117490	104.2	0.437712
1051	116176	117689	129.6	0.384816
1052	113157	117888	141.4	0.293576
1053	125438	120143	60.2	0.382877
1054	122419	120342	63.7	0.431554
1055	119400	120543	76.1	0.449081
1056	116380	120740	109.0	0.466594
1057	113363	120941	104.2	0.481261
1058	125642	123195	67.5	0.800542
1059	122623	123395	50.4	0.337914
1060	119606	123593	52.3	0.421987
1061	116586	123794	71.7	0.615442
1062	113569	123992	57.1	0.595072
1063	139914	109984	171.3	0.425415
1064	136894	110185	146.6	0.359868
1065	133875	110387	143.2	0.40866
1066	130857	110586	138.8	0.58794
1067	127842	110787	138.9	0.445937
1068	140116	113037	145.4	0.278318
1069	137098	113238	156.2	0.369835
1070	134080	113438	151.7	0.338147
1071	131063	113639	145.5	0.356761
1072	128045	113839	134.7	0.390708
1073	140323	116089	162.3	0.291045
1074	137305	116289	172.7	0.359705
1075	134287	116491	163.8	0.3123
1076	131270	116690	137.5	0.436127
1077	128252	116890	129.4	0.41423
1078	140528	119141	194.0	0.335923
1079	137509	119342	160.1	0.359919
1080	134492	119541	143.8	0.408893
1081	131474	119744	112.9	0.372882
1082	128457	119942	91.5	0.400169
1083	140733	122193	166.6	0.396967
1084	137715	122393	117.8	0.4644
1085	134698	122595	87.6	0.46389
1086	131679	122795	68.0	0.423254
1087	128660	122995	86.7	0.440009
1088	130253	101430	209.6	0.236468
1089	127233	101629	185.3	0.272077
1090	139505	103882	203.5	0.28316
1091	136487	104080	186.3	0.198363
1092	133471	104283	185.4	0.256477
1093	130455	104482	195.5	0.253277
1094	127436	104682	177.0	0.314248
1095	139713	106932	187.7	0.281037
1096	136693	107134	167.6	0.243354
1097	133675	107334	177.3	0.514067
1098	130657	107534	178.3	0.325565
1099	127639	107734	150.1	0.454722
1100	156029	124236	143.3	0.696363
1101	155002	108977	206.1	0.337517
1102	151984	109178	180.0	0.373037
1103	148967	109380	174.0	0.446613
1104	145949	109583	160.0	0.44924
1105	142931	109784	181.2	0.435825
1106	155206	112029	208.0	0.350632
1107	152189	112231	179.5	0.434977
1108	149171	112434	178.3	0.367201
1109	146152	112633	175.3	0.35366
1110	143134	112835	166.2	0.345332
1111	155413	115080	217.2	0.37874
1112	152397	115283	179.9	0.299951
1113	149377	115484	199.6	0.412744
1114	146359	115687	176.0	0.289146
1115	143342	115888	169.9	0.40107
1116	155620	118133	167.6	0.473344
1117	152602	118335	146.1	0.693522
1118	149583	118537	156.7	0.533543
1119	146564	118738	161.7	0.268634
1120	143546	118939	194.4	0.358951
1121	155824	121185	118.6	0.699852
1122	152807	121386	114.4	0.751439
1123	149789	121588	138.7	0.820802
1124	146769	121791	153.1	0.512617
1125	143750	121992	182.7	0.680552
1126	154588	102872	215.5	0.294429
1127	151573	103074	226.0	0.297951
1128	148556	103278	224.7	0.339342
1129	145538	103477	217.3	0.230544
1130	142520	103679	216.4	0.323168
1131	154797	105925	193.4	0.344385
1132	151781	106128	191.1	0.324993
1133	148762	106328	180.6	0.415298
1134	145744	106530	175.8	0.421351
1135	142730	106731	199.9	0.307194
1136	171123	123221	173.1	0.52693
1137	168106	123425	134.7	0.549667
1138	165087	123627	113.1	0.512522
1139	162067	123831	119.2	0.824537
1140	159046	124033	135.3	0.599702
1141	170087	107964	263.9	0.380707
1142	167069	108167	262.7	0.344476
1143	164049	108369	249.9	0.243494
1144	161035	108573	234.2	0.276602
1145	158019	108774	209.1	0.395177
1146	170295	111016	252.9	0.430465
1147	167274	111218	241.8	0.29647
1148	164258	111421	242.8	0.193336
1149	161242	111625	217.0	0.394158
1150	158223	111827	226.5	0.371915
1151	170502	114067	248.6	0.391696
1152	167482	114270	224.9	0.30332
1153	164468	114474	223.5	0.285857
1154	161452	114675	195.3	0.326377
1155	158431	114879	223.6	0.373091
1156	170707	117119	253.0	0.202745
1157	167690	117323	210.3	0.243376
1158	164675	117525	193.8	0.271121
1159	161656	117729	184.1	0.298858
1160	158636	117929	192.5	0.505343
1161	170917	120170	195.2	0.252654
1162	167901	120374	176.8	0.618652
1163	164882	120577	157.7	0.394902
1164	161861	120780	128.8	0.564761
1165	158841	120983	128.1	0.683027
1166	169672	101859	293.8	0.361255
1167	166656	102064	277.0	0.223423
1168	163638	102265	252.7	0.23616
1169	160622	102467	240.1	0.432078
1170	157607	102671	236.6	0.289908
1171	169881	104911	282.2	0.436085
1172	166864	105114	268.8	0.448341
1173	163843	105318	261.6	0.284976
1174	160830	105520	260.7	0.325139
1175	157815	105722	234.2	0.386565
1176	186215	122202	153.2	0.408623
1177	183199	122406	211.2	0.325576
1178	180179	122611	204.2	0.328007
1179	177157	122815	182.1	0.274484
1180	174139	123019	196.2	0.363248
1181	185171	106944	213.2	0.334407
1182	182157	107148	206.8	0.197573
1183	179139	107354	239.9	0.180235
1184	176122	107556	266.4	0.201559
1185	173105	107759	261.9	0.229649
1186	185381	109997	165.1	0.239468
1187	182366	110200	185.7	0.247282
1188	179346	110404	214.5	0.213224
1189	176327	110609	237.4	0.359615
1190	173314	110811	246.0	0.38381
1191	185592	113048	144.8	0.333263
1192	182572	113252	191.7	0.29311
1193	179555	113455	232.1	0.293581
1194	176539	113660	239.3	0.401512
1195	173523	113864	248.7	0.392798
1196	185801	116100	163.5	0.350345
1197	182779	116304	196.0	0.271297
1198	179764	116508	219.7	0.188084
1199	176746	116713	237.8	0.296041
1200	173727	116915	245.3	0.218331
1201	186009	119150	164.1	0.485977
1202	182990	119356	232.2	0.330505
1203	179973	119561	246.2	0.283716
1204	176951	119763	241.3	0.269563
1205	173933	119968	213.2	0.282491
1206	175710	101452	283.8	0.167342
1207	172690	101657	289.4	0.157995
1208	184963	103892	222.8	0.150757
1209	181947	104097	234.9	0.267517
1210	178933	104301	247.0	0.253716
1211	175919	104504	262.3	0.213379
1212	172899	104708	270.4	0.233539
1213	201308	121177	261.0	0.286624
1214	198290	121382	247.2	0.294187
1215	195273	121587	251.2	0.209211
1216	192253	121793	229.5	0.384163
1217	189233	121998	225.2	0.279401
1218	201517	124226	264.0	0.213377
1219	198498	124432	231.8	0.229252
1220	200259	105920	288.3	0.304057
1221	197243	106124	275.0	0.574424
1222	194227	106330	249.0	0.215296
1223	191207	106535	218.6	0.309932
1224	188187	106740	172.6	0.502274
1225	200469	108971	258.5	0.367606
1226	197453	109177	272.9	0.31384
1227	194437	109382	249.8	0.345329
1228	191417	109586	259.5	0.296517
1229	188398	109792	179.8	0.241855
1230	200681	112023	246.0	0.295808
1231	197663	112228	236.6	0.526514
1232	194645	112433	229.6	0.353014
1233	191628	112638	230.5	0.245467
1234	188613	112843	203.5	0.563246
1235	200893	115074	258.0	0.256844
1236	197871	115281	275.9	0.264615
1237	194851	115485	269.1	0.237059
1238	191837	115690	232.3	0.231784
1239	188825	115895	232.4	0.208967
1240	201104	118125	281.1	0.305695
1241	198083	118331	270.2	0.273697
1242	195062	118537	259.8	0.31283
1243	192046	118743	253.1	0.216163
1244	189031	118946	237.7	0.268329
1245	200052	102867	286.5	0.200748
1246	197036	103073	256.3	0.249399
1247	194017	103278	250.3	0.241256
1248	190999	103483	231.4	0.349665
1249	187980	103688	161.4	0.32663
1250	216401	120145	268.9	0.261023
1251	213383	120352	273.3	0.258491
1252	210363	120558	280.4	0.192071
1253	207344	120765	275.5	0.278218
1254	204325	120971	276.4	0.24637
1255	216611	123195	248.1	0.264133
1256	213592	123402	245.2	0.257047
1257	210573	123608	244.1	0.201417
1258	207556	123814	249.8	0.293875
1259	204536	124021	255.2	0.351072
1260	215346	104887	238.6	0.159059
1261	212327	105095	279.0	0.090715
1262	209314	105301	300.7	0.220266
1263	206297	105507	302.0	0.216564
1264	203277	105713	292.6	0.272741
1265	215556	107939	247.7	0.091481
1266	212541	108146	242.2	0.118521
1267	209524	108353	290.8	0.249383
1268	206504	108560	312.1	0.229711
1269	203486	108765	279.2	0.321077
1270	215770	110992	240.1	0.146422
1271	212753	111198	291.4	0.216679
1272	209734	111405	308.3	0.253606
1273	206715	111610	296.3	0.340732
1274	203700	111817	265.0	0.323446
1275	215980	114042	294.5	0.206289
1276	212962	114250	310.4	0.313194
1277	209943	114456	309.8	0.228415
1278	206927	114663	275.5	0.265024
1279	203912	114868	268.3	0.210163
1280	216191	117095	298.8	0.300971
1281	213173	117301	284.4	0.289476
1282	210154	117508	303.4	0.230569
1283	207136	117714	293.9	0.362271
1284	204120	117920	283.9	0.277451
1285	215135	101837	244.4	0.200611
1286	212116	102043	230.9	0.107707
1287	209104	102249	258.1	0.182898
1288	206089	102456	285.5	0.308692
1289	203070	102662	286.5	0.203099
1290	231492	119109	203.8	0.263732
1291	228473	119316	250.9	0.119626
1292	225454	119524	289.7	0.147615
1293	222437	119731	266.1	0.255037
1294	219419	119939	290.1	0.296027
1295	231703	122157	193.7	0.249861
1296	228684	122366	238.6	0.106306
1297	225667	122573	247.0	0.162976
1298	222650	122781	281.1	0.19123
1299	219630	122988	274.6	0.277956
1300	230434	103852	241.2	0.187405
1301	227417	104060	317.6	0.118135
1302	224397	104267	266.9	0.154948
1303	221379	104474	213.8	0.306445
1304	218364	104682	200.4	0.368282
1305	230644	106903	285.6	0.115192
1306	227627	107111	199.7	0.244725
1307	224609	107318	195.7	0.135702
1308	221591	107526	186.4	0.156545
1309	218572	107733	204.2	0.146504
1310	230855	109955	274.6	0.150237
1311	227839	110163	199.8	0.203251
1312	224822	110371	181.8	0.158706
1313	221803	110577	190.2	0.18919
1314	218785	110784	231.1	0.13085
1315	231069	113007	260.2	0.209353
1316	228051	113214	204.4	0.166165
1317	225033	113422	179.2	0.190467
1318	222014	113629	198.7	0.127312
1319	218996	113837	254.7	0.0734932
1320	231283	116057	203.3	0.304838
1321	228263	116266	188.8	0.250849
1322	225245	116474	229.0	0.203886
1323	222226	116680	274.3	0.140393
1324	219207	116888	302.3	0.181772
1325	218154	101629	233.6	0.312869
1326	246583	118067	340.7	0.151011
1327	243565	118274	412.2	0.214482
1328	240546	118484	378.4	0.197028
1329	237527	118692	303.2	0.153087
1330	234510	118901	221.0	0.182866
1331	246798	121115	364.0	0.160748
1332	243777	121324	416.3	0.127241
1333	240759	121533	335.7	0.111048
1334	237741	121742	255.1	0.207143
1335	234722	121950	226.4	0.210367
1336	247012	124164	316.8	0.137735
1337	243991	124374	372.3	0.159129
1338	240973	124583	325.6	0.158307
1339	237953	124791	304.3	0.164733
1340	245520	102809	601.2	0.143461
1341	242501	103019	570.2	0.145257
1342	239483	103227	489.9	0.152047
1343	236467	103435	458.0	0.143979
1344	233450	103644	326.4	0.144017
1345	245732	105862	605.7	0.137737
1346	242713	106068	501.1	0.152789
1347	239695	106280	451.1	0.143308
1348	236678	106487	387.7	0.164048
1349	233662	106696	341.4	0.0922392
1350	245946	108912	499.3	0.084647
1351	242928	109122	472.0	0.160852
1352	239911	109329	475.6	0.164768
1353	236892	109539	348.5	0.0934236
1354	233874	109747	313.9	0.213892
1355	246158	111964	402.4	0.282432
1356	243140	112173	467.6	0.147255
1357	240124	112381	396.0	0.143888
1358	237106	112590	293.3	0.0883801
1359	234087	112798	318.1	0.13515
1360	246370	115015	395.2	0.134193
1361	243353	115225	452.5	0.149229
1362	240337	115433	364.4	0.165591
1363	237318	115642	282.0	0.136973
1364	234300	115850	264.2	0.368045
1365	261676	117017	464.3	0.0863854
1366	258656	117227	406.6	0.127894
1367	255636	117438	369.2	0.189486
1368	252618	117647	412.7	0.118523
1369	249601	117856	439.9	0.16142
1370	261890	120067	411.5	0.177366
1371	258872	120277	357.3	0.177215
1372	255853	120487	351.8	0.193206
1373	252834	120697	330.0	0.140423
1374	249818	120906	307.7	0.100923
1375	262105	123117	374.8	0.199935
1376	259086	123326	455.9	0.150509
1377	256068	123536	308.4	0.121611
1378	253050	123746	409.8	0.165487
1379	250032	123956	333.6	0.132516
1380	251553	102391	583.3	0.117075
1381	248535	102600	589.9	0.134635
1382	260817	104812	466.6	0.106448
1383	257800	105023	497.9	0.116397
1384	254784	105233	520.8	0.0963042
1385	251767	105441	535.8	0.104902
1386	248750	105652	576.9	0.116911
1387	261031	107864	457.8	0.281549
1388	258015	108074	452.2	0.0870978
1389	254997	108284	464.4	0.0925815
1390	251980	108493	459.3	0.157312
1391	248965	108703	516.5	0.140466
1392	261246	110916	421.0	0.217074
1393	258228	111126	411.3	0.143462
1394	255209	111336	464.3	0.137129
1395	252191	111546	389.1	0.0741256
1396	249176	111755	398.9	0.159253
1397	261463	113967	444.3	0.118208
1398	258443	114178	385.5	0.214481
1399	255423	114387	503.4	0.13775
1400	252405	114597	439.6	0.121471
1401	249387	114806	417.8	0.155164
1402	276765	115963	465.7	0.112118
1403	273748	116174	489.1	0.203171
1404	270729	116386	482.2	0.191638
1405	267709	116596	457.2	0.139883
1406	264692	116807	543.7	0.141625
1407	276979	119012	485.8	0.137293
1408	273962	119224	478.1	0.171983
1409	270943	119435	441.9	0.16946
1410	267923	119646	396.8	0.15801
1411	264906	119857	418.2	0.127924
1412	277197	122062	531.9	0.132855
1413	274178	122273	509.6	0.175819
1414	271158	122484	503.9	0.163814
1415	268139	122695	447.4	0.0820456
1416	265122	122905	371.9	0.354307
1417	277412	125111	555.0	0.180248
1418	274391	125322	539.6	0.152582
1419	271371	125533	499.4	0.316645
1420	275901	103759	483.2	0.123948
1421	272884	103970	482.8	0.074648
1422	269867	104182	474.7	0.0947916
1423	266850	104392	497.8	0.0879708
1424	263834	104603	504.2	0.105427
1425	276119	106810	455.2	0.254823
1426	273102	107022	461.5	0.162975
1427	270083	107233	484.3	0.0776517
1428	267066	107443	541.6	0.106758
1429	264049	107654	530.4	0.147054
1430	276334	109862	487.0	0.246469
1431	273316	110073	498.4	0.381055
1432	270299	110283	541.0	0.135752
1433	267280	110495	543.9	0.150262
1434	264263	110704	473.9	0.172849
1435	276551	112912	506.7	0.102796
1436	273532	113125	515.7	0.11373
1437	270515	113335	528.0	0.197366
1438	267496	113546	464.2	0.127285
1439	264479	113756	550.8	0.159329
1440	291856	114904	531.4	0.0445112
1441	288836	115115	533.8	0.0843629
1442	285818	115328	532.5	0.106503
1443	282799	115541	570.1	0.126865
1444	279782	115751	505.3	0.129924
1445	292071	117952	577.8	0.13769
1446	289051	118165	596.3	0.16458
1447	286036	118378	605.1	0.105937
1448	283017	118589	552.9	0.182016
1449	279998	118802	500.2	0.117369
1450	292289	121001	620.1	0.158526
1451	289271	121214	649.0	0.12269
1452	286253	121426	599.0	0.122311
1453	283235	121638	594.8	0.0915557
1454	280216	121850	547.7	0.115561
1455	292505	124051	659.5	0.158047
1456	289485	124263	642.0	0.112236
1457	286466	124475	609.0	0.0962899
1458	283448	124687	576.9	0.197587
1459	280430	124899	570.0	0.177182
1460	284954	103123	474.0	0.0377141
1461	281935	103336	462.7	0.0585988
1462	278918	103547	435.5	0.063977
1463	291204	105750	593.9	0.122209
1464	288188	105963	517.3	0.100199
1465	285172	106175	506.0	0.0468522
1466	282154	106386	473.3	0.115597
1467	279137	106599	477.4	0.0990022
1468	291420	108802	602.7	0.0906617
1469	288404	109014	555.6	0.0206
1470	285388	109226	503.3	0.146844
1471	282371	109438	471.1	0.146664
1472	279355	109650	504.3	0.131978
1473	291639	111852	540.1	0.0699162
1474	288622	112066	509.4	0.0442171
1475	285604	112278	490.1	0.110766
1476	282586	112490	535.3	0.157047
1477	279570	112701	544.5	0.173098
1478	306943	113838	539.3	0.115014
1479	303926	114051	569.0	0.111696
1480	300908	114264	610.7	0.15231
1481	297890	114478	598.8	0.0949016
1482	294874	114691	587.1	0.0206978
1483	307161	116887	503.9	0.223333
1484	304143	117100	516.4	0.144224
1485	301125	117314	542.1	0.0857229
1486	298108	117527	562.3	0.104634
1487	295091	117740	575.3	0.0226798
1488	307380	119935	544.2	0.09438
1489	304363	120149	520.6	0.0553971
1490	301345	120363	534.8	0.0469426
1491	298327	120575	560.7	0.0487768
1492	295309	120789	569.5	0.114644
1493	307599	122985	549.7	0.18832
1494	304580	123198	548.7	0.163314
1495	301561	123411	573.9	0.15651
1496	298542	123625	613.6	0.133574
1497	295525	123837	622.0	0.0763113
1498	307816	126033	545.8	0.318224
1499	304796	126247	560.1	0.16824
1500	301779	126460	580.1	0.137141
1501	66451	145450	29.5	0.448648
1502	81551	144471	25.1	0.735652
1503	78530	144668	37.5	0.608322
1504	75513	144864	41.4	0.780743
1505	72496	145059	35.5	0.416678
1506	69475	145254	32.6	0.463339
1507	80560	129219	17.5	0.329685
1508	77537	129414	20.0	0.370246
1509	74516	129611	28.3	0.451435
1510	71502	129808	31.8	0.453325
1511	68482	130001	38.8	0.600805
1512	80758	132268	22.6	0.285977
1513	77735	132466	25.9	0.350558
1514	74718	132661	32.3	0.383669
1515	71700	132857	40.2	0.406151
1516	68677	133053	45.8	0.344444
1517	80960	135320	32.6	0.279976
1518	77936	135514	41.7	0.265678
1519	74919	135712	36.1	0.329256
1520	71900	135907	45.6	0.320143
1521	68878	136102	44.4	0.365902
1522	81156	138368	36.4	0.516227
1523	78134	138565	51.3	0.414261
1524	75117	138762	54.0	0.369388
1525	72094	138958	55.0	0.353669
1526	69073	139154	38.6	0.345293
1527	81354	141419	44.7	0.459621
1528	78335	141616	49.2	0.464981
1529	75319	141811	54.4	0.392705
1530	72297	142007	52.2	0.440793
1531	69274	142204	48.1	0.469237
1532	96654	143486	52.4	0.456232
1533	93636	143683	58.6	0.325134
1534	90618	143881	62.9	0.326889
1535	87594	144077	34.5	1.02204
1536	84573	144275	27.3	0.808619
1537	95655	128233	23.6	0.553352
1538	92634	128432	24.1	0.425215
1539	89614	128627	22.0	0.286964
1540	86594	128826	20.8	0.249186
1541	83576	129022	16.5	0.211827
1542	95858	131284	42.5	0.258728
1543	92836	131480	31.4	0.264929
1544	89816	131679	18.9	0.0655677
1545	86794	131875	18.1	0.18525
1546	83774	132073	20.0	0.311863
1547	96059	134334	37.9	0.462808
1548	93039	134530	30.0	0.311713
1549	90020	134729	29.7	0.272196
1550	86999	134925	30.1	0.257138
1551	83980	135122	17.6	0.336341
1552	96254	137383	51.0	0.472115
1553	93236	137582	41.7	0.361935
1554	90216	137779	47.9	0.372264
1555	87195	137976	33.4	0.457349
1556	84179	138172	21.4	0.391408
1557	96456	140435	55.0	0.357633
1558	93438	140631	58.9	0.41432
1559	90418	140829	62.9	0.307987
1560	87394	141027	49.8	0.618344
1561	84375	141223	23.1	1.12579
1562	111756	142495	51.7	0.469456
1563	108736	142693	50.9	0.344691
1564	105716	142892	57.7	0.393348
1565	102694	143090	48.8	0.435252
1566	99674	143288	50.4	0.41023
1567	110747	127242	24.2	0.79967
1568	107725	127442	22.6	0.530296
1569	104707	127640	22.2	0.490396
1570	101689	127837	19.1	0.190278
1571	98672	128036	16.1	0.1305
1572	110946	130292	54.2	0.401635
1573	107929	130491	48.8	0.367229
1574	104910	130689	55.8	0.303826
1575	101893	130889	42.9	0.309547
1576	98875	131086	34.6	0.312726
1577	111154	133344	80.4	0.426102
1578	108137	133541	75.4	0.373508
1579	105118	133741	75.6	0.260097
1580	102098	133938	55.9	0.357615
1581	99078	134136	44.7	0.382711
1582	111358	136392	73.0	0.366094
1583	108337	136592	69.9	0.374748
1584	105317	136789	60.4	0.355672
1585	102295	136989	65.3	0.365997
1586	99273	137187	61.3	0.315174
1587	111558	139443	59.5	0.395811
1588	108538	139641	53.4	0.333566
1589	105518	139841	58.8	0.348069
1590	102497	140038	60.7	0.343084
1591	99475	140236	55.9	0.345984
1592	104510	124588	23.8	0.248825
1593	101492	124787	19.8	0.285495
