ID	X	Y	ALT	BETA
23709	222500.000000	60500.000000	426.9	0.441106
23710	222500.000000	59500.000000	401.8	0.457349
23711	222500.000000	58500.000000	404.6	0.416446
23712	222500.000000	57500.000000	411.7	0.401565
23713	222500.000000	56500.000000	393.1	0.394964
23714	222500.000000	55500.000000	385.6	0.351365
23715	222500.000000	54500.000000	377.1	0.289695
23716	222500.000000	53500.000000	381.6	0.194207
23717	222500.000000	52500.000000	404.1	0.129910
23718	222500.000000	51500.000000	405.3	0.087840
23719	222500.000000	50500.000000	400.4	0.068184
23720	222500.000000	49500.000000	409.4	0.063963
23721	222500.000000	48500.000000	412.3	0.055120
23722	222500.000000	47500.000000	389.3	0.077319
23723	222500.000000	46500.000000	349.0	0.217667
23724	222500.000000	45500.000000	340.5	0.348856
23725	222500.000000	44500.000000	331.6	0.447017
23726	222500.000000	43500.000000	334.1	0.515924
23727	222500.000000	42500.000000	330.9	0.454606
23728	222500.000000	41500.000000	321.9	0.333596
23729	222500.000000	40500.000000	333.6	0.207022
23730	222500.000000	39500.000000	342.7	0.091967
