ID	XLAMB	YLAMB	ALT	CorineID
1	226000	618000	0	0.048653
2	230000	618000	0	0.061783
3	234000	618000	0	0.05913
4	206000	614000	0	0.051952
5	210000	614000	0	0.04211
6	214000	614000	0	0.044478
7	218000	614000	0	0.04389
8	174000	610000	0	0.05713
9	178000	610000	0	0.060726
10	182000	610000	0	0.055995
11	186000	610000	0	0.054375
12	190000	610000	0	0.047535
13	206000	610000	0	0.039524
14	210000	610000	0	0.047169
15	242000	610000	0	0.095472
16	246000	610000	0	0.083528
17	250000	610000	0	0.104131
18	158000	606000	0	0.051971
19	162000	606000	0	0.043642
20	166000	606000	0	0.056012
21	170000	606000	0	0.066076
22	174000	606000	0	0.093131
23	178000	606000	0	0.063225
24	182000	606000	0	0.083512
25	186000	606000	0	0.064488
26	190000	606000	0	0.061079
27	194000	606000	0	0.063444
28	206000	606000	0	0.059769
29	210000	606000	0	0.063444
30	226000	606000	0	0.068621
31	230000	606000	0	0.076056
32	234000	606000	0	0.088453
33	238000	606000	0	0.117527
34	242000	606000	0	0.126497
35	246000	606000	0	0.132878
36	250000	606000	0	0.135847
37	254000	606000	0	0.115293
38	142000	602000	0	0.054946
39	146000	602000	0	0.037002
40	150000	602000	2	0.047206
41	154000	602000	1	0.064464
42	158000	602000	0	0.044919
43	186000	602000	0	0.063444
44	190000	602000	0	0.064253
45	194000	602000	0	0.081495
46	198000	602000	0	0.095957
47	202000	602000	0	0.097833
48	206000	602000	0	0.080504
49	210000	602000	0	0.075638
50	214000	602000	0	0.056406
51	218000	602000	0	0.091357
52	222000	602000	0	0.118636
53	226000	602000	0	0.125513
54	230000	602000	0	0.126368
55	234000	602000	0	0.134026
56	238000	602000	0	0.132313
57	242000	602000	0	0.127556
58	246000	602000	0	0.129812
59	250000	602000	0	0.130951
60	254000	602000	0	0.105643
61	142000	598000	2	0.028351
62	146000	598000	0	0.069545
63	150000	598000	0	0.084962
64	182000	598000	0	0.066611
65	186000	598000	0	0.096299
66	190000	598000	0	0.125473
67	194000	598000	0	0.129594
68	198000	598000	0	0.130025
69	202000	598000	0	0.129596
70	206000	598000	0	0.100079
71	210000	598000	0	0.059259
72	214000	598000	0	0.095393
73	218000	598000	0	0.129528
74	222000	598000	0	0.133102
75	226000	598000	0	0.130171
76	230000	598000	0	0.131168
77	234000	598000	0	0.126368
78	238000	598000	0	0.128661
79	242000	598000	0	0.126368
80	246000	598000	0	0.129094
81	250000	598000	0	0.126368
82	254000	598000	0	0.121635
83	138000	594000	0	0.063444
84	174000	594000	0	0.070977
85	178000	594000	0	0.096037
86	182000	594000	0	0.124985
87	186000	594000	0	0.130165
88	190000	594000	0	0.126368
89	194000	594000	0	0.164694
90	198000	594000	0	0.156181
91	202000	594000	0	0.126368
92	206000	594000	0	0.106114
93	210000	594000	0	0.076791
94	214000	594000	0	0.101329
95	218000	594000	0	0.124611
96	222000	594000	0	0.126368
97	226000	594000	0	0.126368
98	230000	594000	0	0.145095
99	234000	594000	0	0.12723
100	238000	594000	-1	0.127764
101	242000	594000	0	0.12988
102	246000	594000	0	0.131596
103	250000	594000	0	0.126184
104	254000	594000	0	0.166073
105	258000	594000	0	0.31943
106	262000	594000	0	0.174097
107	130000	590000	0	0.040869
108	134000	590000	0	0.042827
109	138000	590000	0	0.054554
110	170000	590000	0	0.112909
111	174000	590000	0	0.127473
112	178000	590000	0	0.126368
113	182000	590000	0	0.132158
114	186000	590000	0	0.130025
115	190000	590000	0	0.125553
116	194000	590000	0	0.135844
117	198000	590000	0	0.135862
118	202000	590000	0	0.126368
119	206000	590000	0	0.138235
120	210000	590000	0	0.126368
121	214000	590000	0	0.126368
122	218000	590000	0	0.168978
123	222000	590000	0	0.129162
124	226000	590000	0	0.126368
125	230000	590000	0	0.12838
126	234000	590000	0	0.135841
127	238000	590000	-1	0.132339
128	242000	590000	-1	0.135167
129	246000	590000	-1	0.119164
130	250000	590000	-1	0.115225
131	254000	590000	-2	0.116483
132	258000	590000	-2	0.130314
133	262000	590000	-2	0.181518
134	266000	590000	-1	0.127869
135	270000	590000	0	0.065501
136	126000	586000	0	0.041609
137	166000	586000	0	0.112852
138	170000	586000	0	0.134743
139	174000	586000	0	0.140492
140	178000	586000	0	0.13452
141	182000	586000	0	0.14028
142	186000	586000	0	0.126368
143	190000	586000	0	0.132883
144	194000	586000	-1	0.12206
145	198000	586000	0	0.138398
146	202000	586000	1	0.129299
147	206000	586000	0	0.146615
148	210000	586000	0	0.127158
149	214000	586000	0	0.127015
150	218000	586000	0	0.149191
151	222000	586000	0	0.178135
152	226000	586000	0	0.13231
153	230000	586000	0	0.151735
154	234000	586000	0	0.137588
155	238000	586000	-1	0.132983
156	242000	586000	-1	0.12287
157	246000	586000	-1	0.12311
158	250000	586000	-2	0.12191
159	254000	586000	-2	0.133586
160	258000	586000	-2	0.122266
161	262000	586000	-2	0.129594
162	266000	586000	-1	0.124665
163	270000	586000	0	0.0884
164	274000	586000	0	0.071103
165	122000	582000	1	0.029684
166	126000	582000	0	0.053527
167	158000	582000	0	0.073071
168	162000	582000	0	0.122848
169	166000	582000	0	0.130741
170	170000	582000	0	0.126512
171	174000	582000	0	0.139564
172	178000	582000	0	0.24581
173	182000	582000	0	0.202498
174	186000	582000	-1	0.129055
175	190000	582000	0	0.12389
176	194000	582000	0	0.146337
177	198000	582000	0	0.152838
178	202000	582000	0	0.136665
179	206000	582000	0	0.130171
180	210000	582000	0	0.130453
181	214000	582000	0	0.136441
182	218000	582000	0	0.132816
183	222000	582000	0	0.127556
184	226000	582000	0	0.127015
185	230000	582000	0	0.238097
186	234000	582000	1	0.34377
187	238000	582000	0	0.225701
188	242000	582000	-1	0.108616
189	246000	582000	-1	0.124872
190	250000	582000	-1	0.131885
191	254000	582000	-2	0.127517
192	258000	582000	-2	0.123431
193	262000	582000	-1	0.126368
194	266000	582000	0	0.128599
195	270000	582000	0	0.128414
196	274000	582000	-1	0.12644
197	278000	582000	0	0.125911
198	118000	578000	0	0.056379
199	122000	578000	0	0.063152
200	158000	578000	0	0.194023
201	162000	578000	0	0.149096
202	166000	578000	0	0.20696
203	170000	578000	0	0.129523
204	174000	578000	0	0.1303
205	178000	578000	0	0.173355
206	182000	578000	0	0.272313
207	186000	578000	-1	0.234992
208	190000	578000	-1	0.125799
209	194000	578000	0	0.161043
210	198000	578000	0	0.12806
211	202000	578000	1	0.150059
212	206000	578000	0	0.150232
213	210000	578000	0	0.132019
214	214000	578000	0	0.13131
215	218000	578000	0	0.128379
216	222000	578000	0	0.157697
217	226000	578000	0	0.119534
218	230000	578000	0	0.127208
219	234000	578000	0	0.172621
220	238000	578000	0	0.197679
221	242000	578000	0	0.155758
222	246000	578000	0	0.208742
223	250000	578000	0	0.132254
224	254000	578000	0	0.138032
225	258000	578000	-1	0.126368
226	262000	578000	0	0.144508
227	266000	578000	-2	0.122296
228	270000	578000	-1	0.126685
229	274000	578000	-1	0.118483
230	278000	578000	-1	0.121524
231	118000	574000	0	0.055568
232	122000	574000	0	0.081082
233	158000	574000	0	0.146866
234	162000	574000	0	0.126368
235	166000	574000	0	0.128305
236	170000	574000	0	0.130669
237	174000	574000	0	0.126368
238	178000	574000	0	0.126368
239	182000	574000	0	0.129168
240	186000	574000	-1	0.130522
241	190000	574000	-1	0.119983
242	194000	574000	0	0.127059
243	198000	574000	0	0.122955
244	202000	574000	0	0.121405
245	206000	574000	2	0.126368
246	210000	574000	2	0.119762
247	214000	574000	1	0.158782
248	218000	574000	1	0.128091
249	222000	574000	2	0.170848
250	226000	574000	0	0.18398
251	230000	574000	0	0.137874
252	234000	574000	1	0.144265
253	238000	574000	2	0.129302
254	242000	574000	0	0.115839
255	246000	574000	0	0.170441
256	250000	574000	0	0.174651
257	254000	574000	0	0.167473
258	258000	574000	-1	0.13774
259	262000	574000	-1	0.131947
260	266000	574000	0	0.2504
261	270000	574000	-1	0.12078
262	274000	574000	-2	0.124875
263	114000	570000	0	0.053004
264	118000	570000	0	0.153765
265	122000	570000	0	0.099448
266	154000	570000	0	0.083092
267	158000	570000	0	0.124525
268	162000	570000	0	0.131805
269	166000	570000	0	0.126799
270	170000	570000	0	0.133962
271	174000	570000	0	0.126368
272	178000	570000	0	0.130882
273	182000	570000	0	0.129017
274	186000	570000	-1	0.127812
275	190000	570000	0	0.085739
276	194000	570000	0	0.110278
277	198000	570000	0	0.149953
278	202000	570000	1	0.296195
279	206000	570000	2	0.162536
280	210000	570000	2	0.126368
281	214000	570000	3	0.129383
282	218000	570000	3	0.127258
283	222000	570000	4	0.118116
284	226000	570000	3	0.108266
285	230000	570000	2	0.123339
286	234000	570000	3	0.194683
287	238000	570000	3	0.127149
288	242000	570000	0	0.119021
289	246000	570000	0	0.125457
290	250000	570000	0	0.121339
291	254000	570000	0	0.279717
292	258000	570000	0	0.146728
293	262000	570000	0	0.143156
294	266000	570000	-1	0.135455
295	270000	570000	-1	0.124749
296	274000	570000	0	0.125808
297	278000	570000	0	0.122019
298	110000	566000	0	0.052149
299	114000	566000	0	0.104247
300	118000	566000	0	0.126368
301	122000	566000	0	0.09285
302	150000	566000	0	0.063444
303	154000	566000	0	0.107783
304	158000	566000	0	0.126943
305	162000	566000	0	0.133166
306	166000	566000	0	0.136507
307	170000	566000	0	0.127948
308	174000	566000	0	0.127158
309	178000	566000	0	0.126368
310	182000	566000	0	0.132099
311	186000	566000	0	0.133171
312	190000	566000	0	0.124052
313	194000	566000	-1	0.12644
314	198000	566000	-1	0.128707
315	202000	566000	1	0.128123
316	206000	566000	1	0.126605
317	210000	566000	3	0.1048
318	214000	566000	5	0.102462
319	218000	566000	5	0.137882
320	222000	566000	5	0.115585
321	226000	566000	8	0.105796
322	230000	566000	6	0.110894
323	234000	566000	6	0.137883
324	238000	566000	6	0.132686
325	242000	566000	8	0.111298
326	246000	566000	0	0.130139
327	250000	566000	0	0.126358
328	254000	566000	0	0.152336
329	258000	566000	0	0.131652
330	262000	566000	0	0.149499
331	266000	566000	0	0.125052
332	270000	566000	0	0.127635
333	274000	566000	0	0.124292
334	278000	566000	0	0.126289
335	110000	562000	0	0.044104
336	114000	562000	0	0.134134
337	118000	562000	0	0.133117
338	146000	562000	0	0.063444
339	154000	562000	0	0.067891
340	158000	562000	0	0.13037
341	162000	562000	0	0.132319
342	166000	562000	0	0.132527
343	170000	562000	0	0.159816
344	174000	562000	0	0.190087
345	178000	562000	-1	0.110864
346	182000	562000	0	0.121714
347	186000	562000	0	0.153529
348	190000	562000	0	0.127529
349	194000	562000	-1	0.126554
350	198000	562000	-1	0.125938
351	202000	562000	2	0.080525
352	206000	562000	3	0.113553
353	210000	562000	4	0.121113
354	214000	562000	5	0.113104
355	218000	562000	5	0.116141
356	222000	562000	7	0.091735
357	226000	562000	9	0.110808
358	230000	562000	10	0.119048
359	234000	562000	10	0.145048
360	238000	562000	7	0.123456
361	242000	562000	10	0.097277
362	246000	562000	10	0.115818
363	250000	562000	1	0.126109
364	254000	562000	2	0.126943
365	258000	562000	1	0.129956
366	262000	562000	1	0.126326
367	266000	562000	2	0.132481
368	270000	562000	0	0.120155
369	274000	562000	1	0.128924
370	278000	562000	1	0.127841
371	110000	558000	0	0.034652
372	114000	558000	0	0.088768
373	142000	558000	0	0.084621
374	154000	558000	0	0.063847
375	158000	558000	0	0.122144
376	162000	558000	0	0.123768
377	166000	558000	0	0.121414
378	170000	558000	0	0.137001
379	174000	558000	0	0.20497
380	178000	558000	0	0.113551
381	182000	558000	0	0.116179
382	186000	558000	0	0.125535
383	190000	558000	0	0.106341
384	194000	558000	-1	0.124672
385	198000	558000	0	0.146805
386	202000	558000	0	0.154094
387	206000	558000	3	0.131053
388	210000	558000	3	0.126992
389	214000	558000	4	0.137826
390	218000	558000	5	0.126893
391	222000	558000	9	0.071546
392	226000	558000	10	0.082329
393	230000	558000	10	0.122868
394	234000	558000	11	0.292977
395	238000	558000	11	0.116108
396	242000	558000	11	0.116316
397	246000	558000	17	0.151578
398	250000	558000	2	0.124127
399	254000	558000	2	0.127623
400	258000	558000	3	0.134462
401	262000	558000	3	0.123176
402	266000	558000	2	0.126263
403	270000	558000	1	0.124232
404	274000	558000	2	0.130165
405	278000	558000	3	0.100249
406	110000	554000	0	0.083047
407	114000	554000	0	0.177525
408	138000	554000	0	0.063444
409	158000	554000	0	0.151316
410	162000	554000	0	0.117139
411	166000	554000	0	0.113885
412	170000	554000	0	0.155237
413	174000	554000	0	0.119126
414	178000	554000	0	0.115493
415	182000	554000	0	0.18669
416	186000	554000	0	0.144786
417	190000	554000	0	0.361524
418	194000	554000	0	0.136793
419	198000	554000	0	0.126336
420	202000	554000	1	0.124228
421	206000	554000	2	0.108405
422	210000	554000	4	0.126368
423	214000	554000	5	0.138601
424	218000	554000	6	0.162558
425	222000	554000	9	0.102181
426	226000	554000	10	0.130645
427	230000	554000	12	0.085275
428	234000	554000	10	0.137168
429	238000	554000	12	0.118035
430	242000	554000	14	0.112566
431	246000	554000	24	0.036405
432	250000	554000	17	0.095564
433	254000	554000	4	0.121869
434	258000	554000	4	0.136052
435	262000	554000	5	0.214053
436	266000	554000	4	0.123775
437	270000	554000	5	0.10751
438	274000	554000	4	0.116788
439	110000	550000	0	0.096183
440	114000	550000	0	0.331216
441	126000	550000	0	0.072298
442	130000	550000	0	0.109304
443	134000	550000	0	0.063563
444	154000	550000	0	0.065866
445	158000	550000	0	0.119933
446	162000	550000	0	0.11021
447	166000	550000	0	0.093014
448	170000	550000	0	0.113961
449	174000	550000	0	0.109648
450	178000	550000	0	0.122285
451	182000	550000	0	0.130506
452	186000	550000	0	0.114237
453	190000	550000	0	0.151014
454	194000	550000	1	0.176334
455	198000	550000	0	0.120826
456	202000	550000	0	0.121975
457	206000	550000	2	0.12244
458	210000	550000	3	0.12464
459	214000	550000	7	0.09137
460	218000	550000	15	0.01739
461	222000	550000	10	0.118844
462	226000	550000	12	0.124534
463	230000	550000	13	0.097661
464	234000	550000	14	0.087138
465	238000	550000	14	0.085167
466	242000	550000	17	0.091523
467	246000	550000	17	0.066693
468	250000	550000	16	0.12251
469	254000	550000	5	0.129011
470	258000	550000	6	0.126838
471	262000	550000	6	0.12891
472	266000	550000	7	0.180003
473	270000	550000	6	0.1171
474	274000	550000	7	0.124165
475	110000	546000	0	0.096297
476	114000	546000	0	0.177144
477	118000	546000	0	0.101659
478	122000	546000	0	0.071638
479	126000	546000	0	0.126669
480	130000	546000	0	0.102163
481	134000	546000	0	0.066166
482	154000	546000	0	0.08753
483	158000	546000	0	0.123722
484	162000	546000	0	0.110836
485	166000	546000	0	0.123991
486	170000	546000	0	0.108928
487	174000	546000	0	0.120988
488	178000	546000	0	0.124549
489	182000	546000	0	0.080776
490	186000	546000	0	0.106261
491	190000	546000	0	0.122496
492	194000	546000	0	0.148697
493	198000	546000	0	0.151524
494	202000	546000	0	0.126268
495	206000	546000	2	0.131133
496	210000	546000	4	0.095096
497	214000	546000	8	0.052811
498	218000	546000	17	0.032529
499	222000	546000	11	0.083418
500	226000	546000	12	0.101993
501	230000	546000	13	0.114604
502	234000	546000	14	0.101207
503	238000	546000	16	0.078613
504	242000	546000	22	0.043674
505	246000	546000	15	0.088032
506	250000	546000	17	0.108118
507	254000	546000	20	0.097429
508	258000	546000	7	0.128864
509	262000	546000	7	0.135768
510	266000	546000	8	0.169763
511	270000	546000	8	0.10558
512	110000	542000	0	0.099822
513	114000	542000	0	0.15232
514	118000	542000	0	0.130837
515	122000	542000	0	0.110032
516	126000	542000	-1	0.122623
517	130000	542000	-3	0.137785
518	134000	542000	-3	0.115061
519	154000	542000	0	0.090134
520	158000	542000	0	0.121117
521	162000	542000	0	0.11047
522	166000	542000	4	0.07993
523	170000	542000	0	0.117321
524	174000	542000	0	0.120264
525	178000	542000	0	0.129883
526	182000	542000	-1	0.116575
527	186000	542000	0	0.119187
528	190000	542000	-1	0.116792
529	194000	542000	0	0.155745
530	198000	542000	0	0.121341
531	202000	542000	0	0.120713
532	206000	542000	3	0.106018
533	210000	542000	5	0.102666
534	214000	542000	6	0.107068
535	218000	542000	11	0.077122
536	222000	542000	9	0.108659
537	226000	542000	9	0.123839
538	230000	542000	12	0.153793
539	234000	542000	13	0.124368
540	238000	542000	15	0.129805
541	242000	542000	16	0.095341
542	246000	542000	18	0.098966
543	250000	542000	16	0.07226
544	254000	542000	22	0.10032
545	258000	542000	8	0.131436
546	262000	542000	9	0.136686
547	266000	542000	10	0.128735
548	270000	542000	10	0.126377
549	110000	538000	0	0.1044
550	114000	538000	0	0.130617
551	118000	538000	0	0.129519
552	122000	538000	-1	0.126116
553	126000	538000	-2	0.129598
554	130000	538000	-3	0.164895
555	134000	538000	-4	0.126368
556	138000	538000	0	0.071028
557	166000	538000	0	0.085891
558	170000	538000	0	0.063646
559	174000	538000	0	0.097645
560	178000	538000	-1	0.16119
561	182000	538000	0	0.122071
562	186000	538000	0	0.126368
563	190000	538000	0	0.097747
564	194000	538000	0	0.133365
565	198000	538000	3	0.12924
566	202000	538000	8	0.103205
567	206000	538000	1	0.112665
568	210000	538000	1	0.125476
569	214000	538000	5	0.090607
570	218000	538000	6	0.116368
571	222000	538000	10	0.092927
572	226000	538000	17	0.045615
573	230000	538000	13	0.103873
574	234000	538000	14	0.109912
575	238000	538000	14	0.123519
576	242000	538000	16	0.115955
577	246000	538000	17	0.096039
578	250000	538000	17	0.093556
579	254000	538000	18	0.10718
580	258000	538000	21	0.113036
581	262000	538000	11	0.125655
582	266000	538000	12	0.150889
583	270000	538000	12	0.127516
584	106000	534000	0	0.09388
585	110000	534000	0	0.115568
586	114000	534000	0	0.184322
587	118000	534000	0	0.130381
588	122000	534000	0	0.128163
589	126000	534000	-2	0.126368
590	130000	534000	-3	0.132881
591	134000	534000	-4	0.125988
592	170000	534000	0	0.079418
593	174000	534000	-3	0.128472
594	178000	534000	-3	0.122116
595	182000	534000	0	0.069055
596	186000	534000	0	0.113589
597	190000	534000	0	0.085661
598	194000	534000	0	0.065593
599	198000	534000	0	0.117266
600	202000	534000	0	0.176521
601	206000	534000	1	0.146699
602	210000	534000	6	0.101392
603	214000	534000	7	0.083184
604	218000	534000	4	0.120437
605	222000	534000	9	0.041532
606	226000	534000	11	0.083801
607	230000	534000	12	0.12769
608	234000	534000	13	0.116195
609	238000	534000	15	0.105181
610	242000	534000	15	0.104619
611	246000	534000	15	0.124005
612	250000	534000	16	0.123433
613	254000	534000	16	0.117355
614	258000	534000	23	0.256535
615	262000	534000	14	0.113621
616	266000	534000	13	0.130954
617	270000	534000	14	0.128165
618	106000	530000	0	0.110697
619	110000	530000	0	0.129519
620	114000	530000	0	0.134885
621	118000	530000	0	0.129956
622	122000	530000	0	0.168051
623	126000	530000	-1	0.126361
624	130000	530000	-2	0.126368
625	134000	530000	-1	0.167648
626	138000	530000	0	0.097929
627	142000	530000	0	0.087332
628	146000	530000	0	0.078358
629	170000	530000	-3	0.109605
630	174000	530000	-3	0.129743
631	178000	530000	-3	0.13081
632	182000	530000	-2	0.125013
633	186000	530000	-2	0.121441
634	190000	530000	0	0.119904
635	194000	530000	0	0.090276
636	198000	530000	-1	0.122672
637	202000	530000	-1	0.106095
638	206000	530000	0	0.126662
639	210000	530000	0	0.118677
640	214000	530000	0	0.125786
641	218000	530000	1	0.141797
642	222000	530000	7	0.118094
643	226000	530000	11	0.099426
644	230000	530000	12	0.157988
645	234000	530000	13	0.111241
646	238000	530000	14	0.095001
647	242000	530000	14	0.112999
648	246000	530000	13	0.126304
649	250000	530000	13	0.121685
650	254000	530000	14	0.135355
651	258000	530000	18	0.255266
652	262000	530000	19	0.118022
653	266000	530000	15	0.125844
654	270000	530000	16	0.121941
655	106000	526000	4	0.067534
